,type,speaker,content,side,icon,condition,condition_setting
545,chat,คุณ,กับทางพะเยาก็มอบนางอั้วมิ่งเวียงไชยแด่พระญามังราย เเบบนี้ปะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
546,chat,คุณ,เข้าทำนอง สองคู่ชู้ชื่น สองเมืองมหามิตรที่ห้ามคิดทรยศต่อกันชั่วนิรันดร์,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
547,info,,คุณพูดไปก็เหมือนจะออกเรื่องไปเรื่อย ๆ ,,,delay,
548,chat,เหนือ,คู่หู ๆ ฉันว่านายไปไกลละ เอาสติมาไว้ที่นี่ก่อน,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
549,chat,เหนือ,นางอั้วมิ่งเวียงไชยมีลูกกับพระญามังรายสามองค์ คือขุนเครื่อง ขุนคราม และขุนเครือ นัยว่านับแต่เหตุการณ์ที่พระญามังรายได้ประหารขุนเครื่องพระโอรสองค์โต ณ เวียงพร้าว ด้วยเหตุที่ระแวงว่าลูกชายจะก่อกบฏยึดบัลลังก์ของตน,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
550,chat,เหนือ,หัวอกแม่ได้แต่คร่ำครวญหวนไห้ สายสัมพันธ์ความรู้สึกสวีตหวานที่เคยมีต่อพระสวามีก็เริ่มถดถอยลงจนเหลือศูนย์ ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
551,chat,เหนือ,นายลองไปถามผู้หญิงดูทั้งโลกก็ได้ว่าเธอจะเลือกใคร ระหว่างสามีกับลูก ต่อให้คนทั้งโลกประณามว่าลูกคุณนั้นชั่วแสนชั่วก็ตาม,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
552,chat,เหนือ,หลังจากพระญามังรายกล้าพิฆาตขุนเครื่อง ก็ไม่มีอะไรที่จะหยุดยั้งอาการเลือดเข้าตา กระหายสงครามของพระองค์ได้อีก การยึดหริภุญไชยนครคือเป้าหมายหลัก โดยหวังจะข่มขวัญอาณาจักรอื่นๆ ให้ยอมศิโรราบ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
553,chat,เหนือ,"ด้วยกำลังใจฮึกเหิมเกินร้อย พระญามังรายกล้ายาตราทัพไปถึงเมืองหงสาวดี ศูนย์กลางอาณาจักรมอญ พระเจ้าสุทธโสมตกใจกลัวในเดชานุภาพ จึงยอมถวายพระธิดานาม ""อุสาปายโค"" ให้เป็นชายา",left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
554,chat,คุณ,"ชื่อจริงคงมีแค่ ""อุสา"" ส่วน ""ปายโค"" นั้นมาจากคำว่า ""พะโค"" หรือ Pegu (ฝรั่งออกเสียง เปกู) อันเป็นอีกชื่อหนึ่งของหงสาวดี แต่ชาวล้านนาและชาวมอญสมัยนั้นคงไม่ได้ออกเสียงว่าพะโคเหมือนสมัยนี้",right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
555,chat,คุณ,เเต่สิ่งที่น่าคิดคือ ทำไมพระราชาทั่วแว่นแคว้นถึงกล้าเอาชีวิตลูกสาวเป็นเดิมพัน ยกให้ไปอยู่ในเงื้อมมือศัตรูกันดื้อๆ ทุกครั้งที่มีวิกฤติใกล้เสียเมือง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
556,chat,คุณ,"ยกตัวอย่างกรณีของพระญากาวิละ ตอนกอบกู้อิสรภาพจากพม่า ช่วงนั้นสยามยกกองทัพขึ้นมาช่วยรบ ด้วยความเกรงกลัวบารมี พระญากาวิละถึงกับถวายหลานสาวองค์หนึ่งแก่พระเจ้าตากสิน สตรีนางนี้ไม่มีใครทราบชื่อเรียกกันแต่ว่า ""นัดดานารี"" ครั้นเมื่อเปลี่ยนราชวงศ์เป็นจักรี พระญากาวิละก็ได้ถวายน้องสาวนามเจ้าศรีอโนชา แด่กรมพระราชวังบวรมหาสุรสิงหนาถหรือวังหน้าอีก",right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
557,chat,คุณ,วัฒนธรรมอุษาคเนย์เป็นสังคมที่พิสดาร เมื่อคลอดได้ลูกหญิง พ่อแม่มักไม่ปลื้ม แต่แล้วยามสถานการณ์หน้าสิ่วหน้าขวานถูกศัตรูรังแกทีไร ลูกสาวกลับกลายเป็นของสูงค่า ถูกนำมาใช้เป็นอำนาจต่อรองทางการเมืองโดยไม่ตะขิดตะขวงใจ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
558,chat,คุณ,ถ้างั้นมังรายกับปายโค พิศวาสหรือการเมือง?,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
559,chat,เหนือ,นายพูดได้ขนาดนี่ไปหาอ่านเองต่อเถอะ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
560,chat,คุณ,เห้ย! คุณก็อย่าห่วงความรู้สึก,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
561,chat,คุณ,ที่ผมวิเคราะห์ได้เพราะผมอ่านหนังสือนิ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
562,info,,ดูเหมือนพวกคุณจะทะเลอะกันอีกเเล้วนะ,,,delay,
563,chat,เหนือ,จบเเล้วนะ ฉันจะเล่าต่อ นายต้องเงียบ...เข้าไว้,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
564,chat,คุณ,อื่อ!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
565,chat,เหนือ,ภายหลังจากที่พระญามังรายพานางปายโคสู่เชียงใหม่แล้ว นางอั้วเวียงไชยเกิดอาการน้อยอกน้อยใจไม่พูดไม่จา หนีไปบวชชีอยู่ที่เวียงกุมกาม โดยพกพารอยแค้นเก่าจากการสูญเสียลูกชายคนโตหนุนเป็นทุนเดิมอยู่แล้ว,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
566,chat,เหนือ,เพิ่มดีกรีความขุ่นเคืองซ้ำด้วยโฉมงามธิดาหงสาวดี,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
567,chat,คุณ,มองในมุมของพระญามังราย ดูเหมือนจะไม่มีทางเลือกมากนัก ทางเลือกที่ว่านี้ไม่ได้หมายถึงเรื่องของความรัก ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
568,chat,คุณ,บุคคลสาธารณะเช่นพระองค์ไม่อยู่ในฐานะที่จะเปิดเผยความลับของหัวใจ คนภายนอกอาจมองว่าพระองค์หลงใหลนางปายโคชนิดโงหัวไม่ขึ้น ประสาได้ใหม่ลืมเก่า,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
569,chat,เหนือ,"เมื่อพิเคราะห์ให้ดีจะเห็นว่า การมาของนางปายโคพร้อมกลุ่มสล่าช่างฝีมือที่ติดตามมาด้วยไม่ต่ำกว่า 500 ชีวิตนั้น คือสิ่งที่พระญามังรายปรารถนาเป็นล้นพ้น เหตุที่ต้องทนแบกรับคำสบประมาทของชาวหริภุญไชยมานานว่า ""มังรายชนะเราแค่กองทัพ แต่พ่ายแพ้ทางวัฒนธรรมโดยสิ้นเชิง""",left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
570,chat,คุณ,ในสายตาชาวหริภุญไชยเห็นพระญามังรายเป็นเพียงชนป่าเถื่อนที่มีแต่พละกำลังดุดันคะนองศึก ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
571,chat,คุณ,เมื่อตีลำพูนแตกแล้ว ในนามของผู้ชนะแทนที่จะนำเอาอารยธรรมที่สูงส่งกว่ามาสถาปนาให้แก่ผู้ปราชัยบ้าง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
572,chat,คุณ,กลับมีแต่ขโมยภูมิปัญญา อักขระ ศิลปกรรม ดนตรี พุทธศาสนา ความศิวิไลซ์ทั้งหมดที่ลำพูนเคยรุ่งโรจน์ เคลมเอาไปเป็นของตัวหน้าตาเฉย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
573,chat,เหนือ,ในเมื่อพระญามังรายเข้าตาจน มองไม่เห็นหนทางว่าจะพัฒนาฟื้นฟูอาณาจักรล้านนาให้ทัดเทียมกับเมืองหริภุญไชยได้อย่างไร การมาของช่างศิลปกรรมชาวมอญหงสาวดีจึงเปรียบเสมือนเทพประทาน,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
574,chat,เหนือ,พระญามังรายจำต้องเลื่อนฐานะนางปายโคมาเป็นมเหสีหมายเลขหนึ่งแทนที่องค์เดิม ที่แท้แล้วก็มีนัยยะทางการเมืองแฝงอยู่เต็มๆ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
575,chat,เหนือ,เพราะหลังจากนั้นมาเมืองเชียงใหม่ก็อร้าอร่ามไปด้วยสถาปัตยกรรมวิจิตรบรรจงทัดเทียมกับเมืองพุกาม อังวะ หงสาวดี เป็นเครื่องตอกย้ำว่ามังรายคือผู้ที่มีชัยชนะเหนือหริภุญไชยอย่างแท้จริง,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
576,chat,เหนือ,ในขณะที่มัวแต่เพลินอยู่กับการรังสรรค์เมืองนครพิงค์ให้อลังการอยู่นั้น ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
577,chat,เหนือ,นางอั้วมิ่งเวียงไชยกลับตรอมใจตายในเพศแม่ชีอย่างเงียบๆ แต่เป็นความเงียบที่เต็มไปด้วยเสียงกรีดร้องก้องสองหูให้พระญามังรายสดับยินความรวดร้าวนั้นแต่เพียงผู้เดียว,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
578,chat,เหนือ,"เพื่อประกาศถึงความรักอันยิ่งใหญ่ ปฐมกษัตริย์ได้สร้างเจดีย์ ""กู่คำ"" (เจดีย์เหลี่ยม) ที่เวียงกุมกาม ",left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
579,chat,เหนือ,ไว้บรรจุอัฐิของนางพระญาอั้วมิ่งเวียงไชย อนุสรณ์รักแห่งนี้ก่อเป็นเจดีย์ทรงปราสาทสูงใหญ่ประดับด้วยซุ้มพระพุทธรูป 60 องค์ เลียนแบบเจดีย์สุวรรณจังโกฏ วัดจามเทวี ลำพูน ซึ่งเชื่อว่าภายในบรรจุพระอัฐิของพระนางจามเทวี,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
580,chat,คุณ,ดูทีรึ อุตส่าห์จำลองสถูปทรงพีรามิดของยอดขัตติยนารีจามเทวี มาสร้างให้แด่นางอันเป็นที่รัก ณ วัดกู่คำ อย่างตระหง่านสมเกียรติขนาดนี้แล้ว วิญญาณของนางยังจะใจแข็งไม่ยอมเชื่อว่าพระญามังรายรู้สึกถวิลหานางมากเพียงไหนอีกก็ให้มันรู้ไป,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
581,chat,คุณ,ความรักอาจไม่ใช่สุขสิงสินะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
582,chat,คุณ,เเล้วเรื่องที่ปรัศนีอสุนีบาตของพระญามังรายที่คุณพูดตอนเเรก ๆ ละ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
583,chat,คุณ,ที่บอกว่าอาจเกิดจาก มเหสีสององค์นะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
584,info,,มีภารกิจส่งมาจากหน่วย TS,,,delay,0
585,info,,เรากำลังตามหาคนสำคัญคนหนึ่งอยู่ คุณรู้ไหมว่าคือใคร?,,,delay,0
586,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/IMG_20200131_104807.jpg,,,delay,0
587,info,,คนในภาพคือใคร? (วิธีการตอบ) คำตอบมีสี่พยางค์ เริ่มต้นด้วย พ่อขุน...,,,answered,พ่อขุนเม็งราย
588,info,,ถามจริงนายไม่สงสัยในความสัมพันธ์ของกษัตริย์ทั้งสามพระองค์บ้างเลยหรือ,,,delay,
589,chat,เหนือ,พระญามังรายสวรรคตเมื่อพระชนมายุย่าง 81 พรรษา ขณะที่กำลังทรงช้างตรวจดูสารทุกข์สุกดิบของพสกนิกรกลางเวียงเชียงใหม่ และกำลังเตรียมเดินทางไปยังเมืองเชียงดาว แต่แล้วเกิดอสุนีบาตฟาดลงกลางบั้นทรวงของพระองค์ ณ บริเวณจุดที่เคยเป็นวัดสะดือเมือง (ใกล้กับอนุสาวรีย์สามกษัตริย์),left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
590,chat,เหนือ,ชาวเชียงใหม่มองว่าการสิ้นพระชนม์อย่างฉับพลันทันด่วนครั้งนี้ เกิดจากปาฏิหาริย์แรงแค้นของนางอั้วมิ่งเวียงไชย ที่ตามมาหลอกหรือจำแลงร่างขณะฝนฟ้าคะนอง ดลใจให้พระญามังรายหวนรำลึกถึงคำสาบานกับนางตอนที่แรกสยุมพรใหม่ๆ ว่าจะรักเดียวใจเดียว หากฝ่ายใดผิดวาจาขอให้ฟ้าดินลงโทษ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
591,chat,เหนือ,"ทว่า ปราชญ์ท้องถิ่นเมืองลำพูน ""มหาสิงฆะ วรรณสัย"" กลับเชื่อว่า เป็นเพราะพระญามังรายกระทำบาปมหันต์ต่อพระพุทธศาสนามากกว่า",left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
592,chat,เหนือ,กล่าวคือช่วงที่มังรายยึดลำพูนได้นั้น พระองค์สั่งให้ทหารจุดไฟเผาองค์พระบรมธาตุหริภุญไชยถึงสามครั้งสามครา จนถูกอสุนีบาตฟาดเปรี้ยงเฉี่ยวแฉลบพระเศียรมาแล้วอย่างหวุดหวิดถึงสามคำรบ เป็นการเตือนว่าอย่าเล่นกับของสูงของศักดิ์สิทธิ์ ในที่สุดต้องทรุดตัวลงก้มกราบขอขมา แล้วหันมาทำนุบำรุงพระบรมธาตุเยี้ยงชีวิต,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
593,chat,เหนือ,"ประเด็นการเผาพระธาตุกับการนอกใจมเหสีนี้ คงต้องใช้วิจารณญาณเอาเอง ว่าข้อใดมีความสมเหตุสมผลกว่ากัน ในเมื่อกษัตริย์สมัยก่อนล้วนแต่มีชายา-นางสนมได้หลายคน ถึงขนาดเอกสารจีนได้ขนานนามแคว้นๆ หนึ่ง ที่ตั้งอยู่ตอนเหนือหริภุญไชยขึ้นไปเล็กน้อยว่า เมือง ""ปาไป่สีฟู่"" แปลว่า ""เมืองแห่งชายา-นางสนม 500 องค์"" ซึ่งก็ไม่ทราบเหมือนกันว่าหมายถึงเมืองนครพิงค์ของพระญามังรายหรือไม่",left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
594,chat,เหนือ,สิ่งที่น่าตกใจก็คือทุกวันนี้เกิดค่านิยมใหม่ที่หวังผลด้านการท่องเที่ยว โดยโปรโมตให้ผู้หญิงพาคู่รักไปสบถสาบานความรักอมตะกันที่เจดีย์กู่คำเวียงกุมกาม,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
595,chat,เหนือ,"ไม่สงสารดวงวิญญาณของนางพระญาอั้วมิ่งเวียงไชยกันบ้างหรือไร ชักจะเริ่มเขยิบภาผลักษณ์กลายเป็น ""เจ้าแม่แห่งความรัก"" ไม่ต่างจากเจ้าแม่สร้อยดอกหมากแห่งวัดพนัญเชิญเข้าไปทุกวันแล้ว",left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
596,จบตอน,,,,,delay,0
597,chat,นักวิทย์,ฮ่า ๆ ๆ โลกนี้มันไม่เปลี่ยนเลย ไม่เคยเชื่อใครได้,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B9%8C1.png,delay,
598,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/5%20-%20%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%96%E0%B8%B9%E0%B8%81%E0%B8%88%E0%B8%B1%E0%B8%9A.jpg,,,delay,0
599,info,,นักวิทย์โดนคนของกบฏล้อมอยู่หน้าเจดีย์ช้างล้อมทั้งตัวเขาเหมือนโดนทำร้ายมา,,,delay,
600,chat,กบฎ,ก็ใช่! โลกนี้มองด้วยประโยชน์ คนที่หมดประโยชน์เเบบคุณก็ไม่มีค่ากับเราเเล้ว เด็ก ๆ จัดการที,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%84%E0%B8%99.png,delay,0
601,info,,ตัดภาพมาที่ คุณ กับ เหนือ ที่เดินมาจนจะออกจากวัดอยู่เเล้ว เเต่ก็ได้ยินเสียงคนคุยกัน เหนือตัวหนักเกินไป เคลื่อนตัวลำบาก คุณเลยจำเป็นต้องซ่อน,,,delay,
602,chat,ทหารกบฎ,หัวหน้ายังไม่สั่งฆ่า เเค่เฝ้าไว้ เเม้เคยเป็นนักวิทยาศาสตร์ที่ทำงานให้เรามาก่อน เเต่ห้ามใจอ่อนปล่อยตัวเด็ดขาด ตอนนี้คนที่รู้วิธีผลิต มีเเค่หัวหน้ากับนักวิทย์ ถ้าหนีไปได้พวกเราต้องรับผิดชอบไม่ไหวเเน่เข้าใจไหม!,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%84%E0%B8%99.png,delay,
603,chat,ทหารกบฎ,ส่วนชายสองนั้นเเค่ไม่ให้เข้ามายุ่งเรื่องข้อมูลผลิตเครื่อง TMC ก็พอเเล้ว เราไม่มีเวลามาเล่นไล่จับกับพวกมัน ครับผู้คุมกฎ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%84%E0%B8%99.png,pressed,
604,chat,คุณ,ดูเหมือนนักวิทย์จะรู้ความรับการผลิตที่รัฐบาลพยายามปกปิดได้เเล้ว,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
605,chat,คุณ,นี่เราจำเป็นต้องช่วยมันจริง ๆ ใช่มัย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
606,chat,เหนือ,คำสั่งในเเฟ้มภารกิจสั่งให้จับเป็น มันจะเป็นไปได้ไหม...,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
607,chat,เหนือ,ถ้าเราจะจับตาย...,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
608,chat,คุณ,นายมันสัตว์ป่าชัด ๆ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
609,chat,เหนือ,ถ้าที่นักวิทย์หนีออกมาได้ง่ายๆ ไม่ใช่กับเเค่กบฏคนเดียวช่วยออกมา เเต่รัฐบาลจงใจให้หนีออกมาได้ เพราะคิดว่านักวิทย์ต้องหาคำตอบได้เเน่ ๆ รอให้นักวิทย์ทำสำเร็จ เเละรอจนฝั่งกบฏไม่เห็นประโยชน์เเล้วให้พวกเราจับเป็นกลับไป เพื่อจะล้วงข้อมูลจากนักวิทย์ ให้เขาผลิตเครื่อง TMC ขึ้นมาอีกครั้ง,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
610,chat,เหนือ,ถ้าเกิดวันนึงนายต้องเลือกข้าง นายอยู่ฝั่งไหนหรือ?,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,0
611,info,,คุณคิดในสิ่งที่เหนือถามเเต่ไม่พูดออกมา,,,pressed,
612,chat,คุณ,เวลาเรามีไม่มาก รีบไปช่วยนักวิทย์ก่อนเถอะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
613,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%8A%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%A5%E0%B9%89%E0%B8%AD%E0%B8%A1.png,,,delay,
614,info,,พวกคุณเเปลกใจมากที่เจดีย์ช้างล้อมไม่มีใครอยู่เลย คุณเดินรอบ ๆ เจดีย์,,,delay,
615,chat,เหนือ,นายทำอะไร,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
616,chat,คุณ,หาหลักฐาน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
617,chat,คุณ,เรามาช้าไป พวกนั้นไปเเล้ว นักวิทย์เองก็คงถูกเขาเอาไปด้วย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
618,info,เหนือ,พวกกบฎได้วิธีสร้างเครื่อง TMC เเล้วพวกเขาจะอยู่ที่นี่ต่อทำไม เครื่อง TMC ของเราตอนนี้ก็ยังใช้งานไม่ได้สักเครื่อง เราต้องหานักวิทย์ให้เจอก่อนที่มันจะโดนฆ่าตายก่อนให้ได้ เเต่ต้องทำยังไง,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
619,chat,คุณ,คุณเชื่อเรื่องพลังเวลาที่อยู่ในสิ่งของโบราณไหม ก่อนผมจะรู้เรื่องอดีตของนักวิทย์ พระศิลา มีเเสงออกมา พลังงานก็สูงมากด้วย เเต่ไม่รู่ว่าเราจะดึงพลังงานออกมาใช้ยังไง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
620,chat,เหนือ,ไม่รู้สินะเพราะยังไม่มีใครรู้ถึงวิธีการทำงานของมัน,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,0
621,info,,พวกคุณนั่งเครียดกันอยู่ที่เจดีย์ ทำเหมือนเด็กรอกลับบ้าน ความเงียบนั้นทำให้คู่หูคุณทนไม่ไหว,,,delay,0
622,info,,มีภารกิจส่งมาจากหน่วย TS,,,delay,0
623,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%8A%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%A5%E0%B9%89%E0%B8%AD%E0%B8%A1.png,,,delay,0
624,info,,เรากำลังตามหา เจดีย์รูปทรงสถาปัตยกรรมล้านนาฐานช้างล้อม องค์เจดีย์ผสมสี่เหลี่ยม และทรงกลม เปิดทองจังโก สร้างขึ้น เมื่อ พ.ศ. 1840 ครั้งที่พระญามังรายสถาปนาวัดเชียงมั่น และได้รับการบูรณะซ่อมแซมจากผู้ครองนคเชียงใหม่สืบมา กรมศลปากรขึ้นทะเบียนเป็นโบราณสถานแล้วเมื่อ พ.ศ. 2478 เเต่ทางเราทำได้เเค่จำลองเจดีย์นี้เป็นสามมิติ เเล้วก็ไม่รู้ว่ามีช้างกี่ตัว คุณช่วยหาคำตอบให้เราได้ไหม (วิธีการตอบ) ใส่เป็นตัวเลขเท่านั้น,,,answered,15
625,info,,เจดีย์ช้างล้อม ตั้งอยู่บนฐานเขียงสี่เหลี่ยม ซ้อนลดหลั่นกัน 2 ชั้น บนฐานประดับปูนปั้นรูปช้างครึ่งตัวโดยรอบ 15 เชือก และประดับช้างประจำมุมๆ ละ 1 เชือก ,,,delay,
626,info,เหนือ,นายรู้ไหมหน่วย TS มีไว้ทำอะไร,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
627,chat,เหนือ,หลังจากที่สงครามกบฎเกิดขึ้น เครื่อง TMC กระจายออกไปทั่วห่วงเวลา หน่วยนี้ก็เกิดขึ้นทั้นที หน้าที่ของหน่วยคือทำคดีลับที่เกี่ยวกับเครื่อง TMC ศึกษาโลกของเวลาปกป้องไม่ให้ปั่นป่วน รวมรวมเอาเครื่อง TMC กลับมาที่เดิม,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
